Date,Value_exc_vat,Price,Consumption
2024-02-01 00:00:00+00:00,9.22,9.681,1.026
2024-01-31 23:30:00+00:00,9.45,9.9225,0.855
2024-01-31 23:00:00+00:00,7.56,7.938,0.164
2024-01-31 22:30:00+00:00,12.77,13.4085,0.175
2024-01-31 22:00:00+00:00,12.08,12.684,0.164
2024-01-31 21:30:00+00:00,13.31,13.9755,0.186
2024-01-31 21:00:00+00:00,13.12,13.776,0.198
2024-01-31 20:30:00+00:00,13.31,13.9755,0.199
2024-01-31 20:00:00+00:00,14.34,15.057,0.246
2024-01-31 19:30:00+00:00,14.07,14.7735,0.718
2024-01-31 19:00:00+00:00,27.33,28.6965,0.614
2024-01-31 18:30:00+00:00,28.38,29.799,0.68
2024-01-31 18:00:00+00:00,28.8,30.24,1.187
2024-01-31 17:30:00+00:00,28.06,29.463,0.733
2024-01-31 17:00:00+00:00,29.22,30.681,0.928
2024-01-31 16:30:00+00:00,26.62,27.951,1.799
2024-01-31 16:00:00+00:00,13.42,14.091,1.953
2024-01-31 15:30:00+00:00,12.28,12.894,1.637
2024-01-31 15:00:00+00:00,12.6,13.23,1.096
2024-01-31 14:30:00+00:00,13.31,13.9755,1.185
2024-01-31 14:00:00+00:00,11.88,12.474,1.042
2024-01-31 13:30:00+00:00,12.56,13.188,0.893
2024-01-31 13:00:00+00:00,12.7,13.335,1.313
2024-01-31 12:30:00+00:00,13.31,13.9755,0.757
2024-01-31 12:00:00+00:00,13.44,14.112,0.775
2024-01-31 11:30:00+00:00,11.76,12.348,1.348
2024-01-31 11:00:00+00:00,13.31,13.9755,1.35
2024-01-31 10:30:00+00:00,13.78,14.469,0.21
2024-01-31 10:00:00+00:00,15.12,15.876,0.146
2024-01-31 09:30:00+00:00,15.32,16.086,0.107
2024-01-31 09:00:00+00:00,16.46,17.283,0.13
2024-01-31 08:30:00+00:00,16.38,17.199,0.125
2024-01-31 08:00:00+00:00,16.53,17.3565,0.351
2024-01-31 07:30:00+00:00,15.25,16.0125,0.102
2024-01-31 07:00:00+00:00,13.44,14.112,0.109
2024-01-31 06:30:00+00:00,12.6,13.23,0.121
2024-01-31 06:00:00+00:00,11.55,12.1275,0.098
2024-01-31 05:30:00+00:00,11.55,12.1275,0.104
2024-01-31 05:00:00+00:00,11.68,12.264,0.094
2024-01-31 04:30:00+00:00,12.22,12.831,0.094
2024-01-31 04:00:00+00:00,12.08,12.684,0.119
2024-01-31 03:30:00+00:00,12.35,12.9675,0.13
2024-01-31 03:00:00+00:00,12.18,12.789,0.17
2024-01-31 02:30:00+00:00,13.1,13.755,0.173
2024-01-31 02:00:00+00:00,12.77,13.4085,0.756
2024-01-31 01:30:00+00:00,14.99,15.7395,0.184
2024-01-31 01:00:00+00:00,14.11,14.8155,0.208
2024-01-31 00:30:00+00:00,13.23,13.8915,0.19
2024-01-31 00:00:00+00:00,13.92,14.616,0.213
2024-01-30 23:30:00+00:00,13.65,14.3325,0.605
2024-01-30 23:00:00+00:00,11.91,12.5055,0.222
2024-01-30 22:30:00+00:00,13.25,13.9125,0.179
2024-01-30 22:00:00+00:00,13.25,13.9125,0.188
2024-01-30 21:30:00+00:00,17.01,17.8605,0.176
2024-01-30 21:00:00+00:00,14.28,14.994,0.591
2024-01-30 20:30:00+00:00,16.8,17.64,0.422
2024-01-30 20:00:00+00:00,15.79,16.5795,0.355
2024-01-30 19:30:00+00:00,18.21,19.1205,0.453
2024-01-30 19:00:00+00:00,30.14,31.647,0.84
2024-01-30 18:30:00+00:00,30.82,32.361,0.943
2024-01-30 18:00:00+00:00,29.64,31.122,0.466
2024-01-30 17:30:00+00:00,28.95,30.3975,0.214
2024-01-30 17:00:00+00:00,29.94,31.437,0.21
2024-01-30 16:30:00+00:00,27.24,28.602,0.417
2024-01-30 16:00:00+00:00,15.79,16.5795,0.643
2024-01-30 15:30:00+00:00,13.86,14.553,0.133
2024-01-30 15:00:00+00:00,14.7,15.435,0.148
2024-01-30 14:30:00+00:00,14.22,14.931,0.154
2024-01-30 14:00:00+00:00,13.44,14.112,0.144
2024-01-30 13:30:00+00:00,13.65,14.3325,0.738
2024-01-30 13:00:00+00:00,12.37,12.9885,1.115
2024-01-30 12:30:00+00:00,12.6,13.23,0.292
2024-01-30 12:00:00+00:00,13.5,14.175,0.113
2024-01-30 11:30:00+00:00,13.38,14.049,0.116
2024-01-30 11:00:00+00:00,13.86,14.553,0.105
2024-01-30 10:30:00+00:00,13.88,14.574,0.106
2024-01-30 10:00:00+00:00,15.46,16.233,0.106
2024-01-30 09:30:00+00:00,15.46,16.233,0.139
2024-01-30 09:00:00+00:00,17.72,18.606,0.167
2024-01-30 08:30:00+00:00,14.7,15.435,0.191
2024-01-30 08:00:00+00:00,17.64,18.522,0.155
2024-01-30 07:30:00+00:00,14.7,15.435,0.131
2024-01-30 07:00:00+00:00,14.07,14.7735,0.144
2024-01-30 06:30:00+00:00,15.33,16.0965,0.149
2024-01-30 06:00:00+00:00,12.6,13.23,0.283
2024-01-30 05:30:00+00:00,13.61,14.2905,0.111
2024-01-30 05:00:00+00:00,12.37,12.9885,0.111
2024-01-30 04:30:00+00:00,12.39,13.0095,0.103
2024-01-30 04:00:00+00:00,11.13,11.6865,0.116
2024-01-30 03:30:00+00:00,11.13,11.6865,0.107
2024-01-30 03:00:00+00:00,11.17,11.7285,0.124
2024-01-30 02:30:00+00:00,12.1,12.705,0.15
2024-01-30 02:00:00+00:00,11.42,11.991,0.167
2024-01-30 01:30:00+00:00,12.6,13.23,0.181
2024-01-30 01:00:00+00:00,15.12,15.876,0.204
2024-01-30 00:30:00+00:00,12.54,13.167,0.202
2024-01-30 00:00:00+00:00,12.89,13.5345,0.198
2024-01-29 23:30:00+00:00,13.86,14.553,0.366
2024-01-29 23:00:00+00:00,12.81,13.4505,0.218
2024-01-29 22:30:00+00:00,16.52,17.346,0.228
2024-01-29 22:00:00+00:00,13.44,14.112,0.218
2024-01-29 21:30:00+00:00,13.61,14.2905,0.192
2024-01-29 21:00:00+00:00,11.11,11.6655,0.187
2024-01-29 20:30:00+00:00,14.7,15.435,0.163
2024-01-29 20:00:00+00:00,11.76,12.348,0.136
2024-01-29 19:30:00+00:00,16.38,17.199,0.149
2024-01-29 19:00:00+00:00,27.12,28.476,0.163
2024-01-29 18:30:00+00:00,29.85,31.3425,0.344
2024-01-29 18:00:00+00:00,29.64,31.122,0.157
2024-01-29 17:30:00+00:00,29.43,30.9015,0.15
2024-01-29 17:00:00+00:00,31.28,32.844,0.756
2024-01-29 16:30:00+00:00,27.56,28.938,0.269
2024-01-29 16:00:00+00:00,16.8,17.64,0.113
2024-01-29 15:30:00+00:00,13.86,14.553,0.104
2024-01-29 15:00:00+00:00,14.28,14.994,0.113
2024-01-29 14:30:00+00:00,15.71,16.4955,0.11
2024-01-29 14:00:00+00:00,12.34,12.957,0.121
2024-01-29 13:30:00+00:00,14.53,15.2565,0.143
2024-01-29 13:00:00+00:00,12.83,13.4715,0.116
2024-01-29 12:30:00+00:00,13.82,14.511,0.112
2024-01-29 12:00:00+00:00,14.49,15.2145,0.119
2024-01-29 11:30:00+00:00,13.5,14.175,0.187
2024-01-29 11:00:00+00:00,14.87,15.6135,0.119
2024-01-29 10:30:00+00:00,15.75,16.5375,0.144
2024-01-29 10:00:00+00:00,15.64,16.422,0.254
2024-01-29 09:30:00+00:00,15.5,16.275,0.223
2024-01-29 09:00:00+00:00,16.08,16.884,0.14
2024-01-29 08:30:00+00:00,13.27,13.9335,0.128
2024-01-29 08:00:00+00:00,16.8,17.64,0.206
2024-01-29 07:30:00+00:00,13.02,13.671,0.236
2024-01-29 07:00:00+00:00,15.12,15.876,0.207
2024-01-29 06:30:00+00:00,16.8,17.64,0.282
2024-01-29 06:00:00+00:00,13.02,13.671,0.123
2024-01-29 05:30:00+00:00,13.27,13.9335,0.116
2024-01-29 05:00:00+00:00,12.83,13.4715,0.105
2024-01-29 04:30:00+00:00,16.38,17.199,0.123
2024-01-29 04:00:00+00:00,16.17,16.9785,0.118
2024-01-29 03:30:00+00:00,16.8,17.64,0.133
2024-01-29 03:00:00+00:00,14.78,15.519,0.137
2024-01-29 02:30:00+00:00,14.74,15.477,0.183
2024-01-29 02:00:00+00:00,13.1,13.755,0.211
2024-01-29 01:30:00+00:00,13.23,13.8915,0.449
2024-01-29 01:00:00+00:00,14.47,15.1935,0.21
2024-01-29 00:30:00+00:00,8.5,8.925,0.224
2024-01-29 00:00:00+00:00,11.55,12.1275,0.22
2024-01-28 23:30:00+00:00,11.76,12.348,0.184
2024-01-28 23:00:00+00:00,9.45,9.9225,0.199
2024-01-28 22:30:00+00:00,11.55,12.1275,0.467
2024-01-28 22:00:00+00:00,10.69,11.2245,0.577
2024-01-28 21:30:00+00:00,13.02,13.671,0.573
2024-01-28 21:00:00+00:00,11.55,12.1275,0.577
2024-01-28 20:30:00+00:00,13.65,14.3325,0.243
2024-01-28 20:00:00+00:00,12.24,12.852,0.132
2024-01-28 19:30:00+00:00,15.27,16.0335,0.122
2024-01-28 19:00:00+00:00,23.76,24.948,0.139
2024-01-28 18:30:00+00:00,26.28,27.594,0.134
2024-01-28 18:00:00+00:00,28.48,29.904,0.104
2024-01-28 17:30:00+00:00,29.43,30.9015,0.339
2024-01-28 17:00:00+00:00,27.62,29.001,0.569
2024-01-28 16:30:00+00:00,23.72,24.906,0.318
2024-01-28 16:00:00+00:00,13.12,13.776,0.11
2024-01-28 15:30:00+00:00,9.45,9.9225,0.12
2024-01-28 15:00:00+00:00,7.75,8.1375,0.106
2024-01-28 14:30:00+00:00,9.05,9.5025,0.112
2024-01-28 14:00:00+00:00,6.34,6.657,0.131
2024-01-28 13:30:00+00:00,7.5,7.875,0.125
2024-01-28 13:00:00+00:00,7.56,7.938,0.129
2024-01-28 12:30:00+00:00,6.51,6.8355,0.105
2024-01-28 12:00:00+00:00,7.9,8.295,0.106
2024-01-28 11:30:00+00:00,6.3,6.615,0.108
2024-01-28 11:00:00+00:00,8.78,9.219,0.116
2024-01-28 10:30:00+00:00,8.99,9.4395,0.203
2024-01-28 10:00:00+00:00,9.74,10.227,0.103
2024-01-28 09:30:00+00:00,7.96,8.358,0.116
2024-01-28 09:00:00+00:00,13.12,13.776,0.126
2024-01-28 08:30:00+00:00,7.46,7.833,0.139
2024-01-28 08:00:00+00:00,9.14,9.597,0.147
2024-01-28 07:30:00+00:00,10.31,10.8255,0.129
2024-01-28 07:00:00+00:00,11.02,11.571,0.14
2024-01-28 06:30:00+00:00,10.33,10.8465,0.241
2024-01-28 06:00:00+00:00,9.39,9.8595,0.126
2024-01-28 05:30:00+00:00,9.03,9.4815,0.102
2024-01-28 05:00:00+00:00,6.28,6.594,0.093
2024-01-28 04:30:00+00:00,6.59,6.9195,0.102
2024-01-28 04:00:00+00:00,6.59,6.9195,0.093
2024-01-28 03:30:00+00:00,8.4,8.82,0.102
2024-01-28 03:00:00+00:00,7.56,7.938,0.1
2024-01-28 02:30:00+00:00,10.08,10.584,0.095
2024-01-28 02:00:00+00:00,7.2,7.56,0.11
2024-01-28 01:30:00+00:00,10.48,11.004,0.11
2024-01-28 01:00:00+00:00,11.8,12.39,0.125
2024-01-28 00:30:00+00:00,7.83,8.2215,0.148
2024-01-28 00:00:00+00:00,9.24,9.702,0.163
2024-01-27 23:30:00+00:00,11.97,12.5685,0.171
2024-01-27 23:00:00+00:00,12.14,12.747,0.129
2024-01-27 22:30:00+00:00,12.6,13.23,0.132
2024-01-27 22:00:00+00:00,11.76,12.348,0.127
2024-01-27 21:30:00+00:00,13.9,14.595,0.119
2024-01-27 21:00:00+00:00,12.6,13.23,0.128
2024-01-27 20:30:00+00:00,13.99,14.6895,0.136
2024-01-27 20:00:00+00:00,12.6,13.23,0.185
2024-01-27 19:30:00+00:00,17.3,18.165,0.111
2024-01-27 19:00:00+00:00,27.12,28.476,0.123
2024-01-27 18:30:00+00:00,30.02,31.521,0.141
2024-01-27 18:00:00+00:00,29.85,31.3425,0.116
2024-01-27 17:30:00+00:00,29.85,31.3425,0.092
2024-01-27 17:00:00+00:00,29.43,30.9015,0.101
2024-01-27 16:30:00+00:00,25.65,26.9325,0.109
2024-01-27 16:00:00+00:00,14.7,15.435,0.12
2024-01-27 15:30:00+00:00,14.7,15.435,0.135
2024-01-27 15:00:00+00:00,12.87,13.5135,0.898
2024-01-27 14:30:00+00:00,12.87,13.5135,1.14
2024-01-27 14:00:00+00:00,9.66,10.143,1.068
2024-01-27 13:30:00+00:00,10.5,11.025,0.388
2024-01-27 13:00:00+00:00,10.46,10.983,0.098
2024-01-27 12:30:00+00:00,9.83,10.3215,0.126
2024-01-27 12:00:00+00:00,10.5,11.025,0.155
2024-01-27 11:30:00+00:00,10.5,11.025,0.186
2024-01-27 11:00:00+00:00,12.17,12.7785,0.915
2024-01-27 10:30:00+00:00,12.56,13.188,0.78
2024-01-27 10:00:00+00:00,15.54,16.317,0.672
2024-01-27 09:30:00+00:00,14.7,15.435,0.656
2024-01-27 09:00:00+00:00,16.8,17.64,0.792
2024-01-27 08:30:00+00:00,13.02,13.671,0.554
2024-01-27 08:00:00+00:00,14.13,14.8365,0.176
2024-01-27 07:30:00+00:00,12.6,13.23,0.241
2024-01-27 07:00:00+00:00,12.87,13.5135,0.795
2024-01-27 06:30:00+00:00,12.43,13.0515,0.329
2024-01-27 06:00:00+00:00,11.19,11.7495,0.17
2024-01-27 05:30:00+00:00,10.71,11.2455,0.103
2024-01-27 05:00:00+00:00,10.75,11.2875,0.103
2024-01-27 04:30:00+00:00,10.92,11.466,0.108
2024-01-27 04:00:00+00:00,10.65,11.1825,0.117
2024-01-27 03:30:00+00:00,10.92,11.466,0.13
2024-01-27 03:00:00+00:00,10.5,11.025,0.132
2024-01-27 02:30:00+00:00,11.34,11.907,0.161
2024-01-27 02:00:00+00:00,10.5,11.025,0.707
2024-01-27 01:30:00+00:00,12.22,12.831,0.815
2024-01-27 01:00:00+00:00,13.08,13.734,0.192
2024-01-27 00:30:00+00:00,10.18,10.689,0.19
2024-01-27 00:00:00+00:00,10.94,11.487,0.193
2024-01-26 23:30:00+00:00,12.14,12.747,0.125
2024-01-26 23:00:00+00:00,12.64,13.272,0.119
2024-01-26 22:30:00+00:00,13.82,14.511,0.124
2024-01-26 22:00:00+00:00,13.84,14.532,0.429
2024-01-26 21:30:00+00:00,13.9,14.595,0.236
2024-01-26 21:00:00+00:00,12.6,13.23,0.125
2024-01-26 20:30:00+00:00,13.94,14.637,0.132
2024-01-26 20:00:00+00:00,15.44,16.212,0.132
2024-01-26 19:30:00+00:00,16.38,17.199,0.125
2024-01-26 19:00:00+00:00,28.97,30.4185,0.133
2024-01-26 18:30:00+00:00,29.43,30.9015,0.134
2024-01-26 18:00:00+00:00,29.28,30.744,0.106
2024-01-26 17:30:00+00:00,29.56,31.038,0.169
2024-01-26 17:00:00+00:00,27.6,28.98,0.653
2024-01-26 16:30:00+00:00,23.76,24.948,1.136
2024-01-26 16:00:00+00:00,11.8,12.39,0.113
2024-01-26 15:30:00+00:00,13.23,13.8915,0.104
2024-01-26 15:00:00+00:00,11.55,12.1275,0.111
2024-01-26 14:30:00+00:00,10.44,10.962,0.122
2024-01-26 14:00:00+00:00,10.44,10.962,0.201
2024-01-26 13:30:00+00:00,9.87,10.3635,0.761
2024-01-26 13:00:00+00:00,10.44,10.962,0.794
2024-01-26 12:30:00+00:00,10.65,11.1825,0.649
2024-01-26 12:00:00+00:00,10.96,11.508,0.639
2024-01-26 11:30:00+00:00,11.34,11.907,0.722
2024-01-26 11:00:00+00:00,11.13,11.6865,0.524
2024-01-26 10:30:00+00:00,12.96,13.608,0.266
2024-01-26 10:00:00+00:00,14.95,15.6975,0.577
2024-01-26 09:30:00+00:00,15.75,16.5375,0.13
2024-01-26 09:00:00+00:00,16.38,17.199,0.34
2024-01-26 08:30:00+00:00,15.58,16.359,0.606
2024-01-26 08:00:00+00:00,16.36,17.178,0.642
2024-01-26 07:30:00+00:00,12.81,13.4505,0.121
2024-01-26 07:00:00+00:00,15.04,15.792,0.134
2024-01-26 06:30:00+00:00,11.55,12.1275,0.26
2024-01-26 06:00:00+00:00,11.05,11.6025,0.115
2024-01-26 05:30:00+00:00,9.79,10.2795,0.104
2024-01-26 05:00:00+00:00,8.38,8.799,0.093
2024-01-26 04:30:00+00:00,8.38,8.799,0.101
2024-01-26 04:00:00+00:00,6.7,7.035,0.101
2024-01-26 03:30:00+00:00,7.98,8.379,0.096
2024-01-26 03:00:00+00:00,7.56,7.938,0.122
2024-01-26 02:30:00+00:00,8.53,8.9565,0.134
2024-01-26 02:00:00+00:00,6.57,6.8985,0.136
2024-01-26 01:30:00+00:00,10.29,10.8045,0.155
2024-01-26 01:00:00+00:00,10.92,11.466,0.184
2024-01-26 00:30:00+00:00,8.4,8.82,0.184
2024-01-26 00:00:00+00:00,10.33,10.8465,0.174
2024-01-25 23:30:00+00:00,10.98,11.529,0.185
2024-01-25 23:00:00+00:00,8.67,9.1035,0.183
2024-01-25 22:30:00+00:00,12.81,13.4505,0.179
2024-01-25 22:00:00+00:00,12.6,13.23,0.24
2024-01-25 21:30:00+00:00,13.25,13.9125,0.119
2024-01-25 21:00:00+00:00,14.28,14.994,0.119
2024-01-25 20:30:00+00:00,14.07,14.7735,0.122
2024-01-25 20:00:00+00:00,14.28,14.994,0.122
2024-01-25 19:30:00+00:00,15.2,15.96,0.126
2024-01-25 19:00:00+00:00,28.8,30.24,0.132
2024-01-25 18:30:00+00:00,29.1,30.555,0.149
2024-01-25 18:00:00+00:00,29.68,31.164,0.127
2024-01-25 17:30:00+00:00,29.85,31.3425,0.146
2024-01-25 17:00:00+00:00,28.46,29.883,0.333
2024-01-25 16:30:00+00:00,25.99,27.2895,0.15
2024-01-25 16:00:00+00:00,15.12,15.876,0.44
2024-01-25 15:30:00+00:00,14.1,14.805,1.168
2024-01-25 15:00:00+00:00,13.86,14.553,0.714
2024-01-25 14:30:00+00:00,15.75,16.5375,0.736
2024-01-25 14:00:00+00:00,13.65,14.3325,0.167
2024-01-25 13:30:00+00:00,14.68,15.414,0.311
2024-01-25 13:00:00+00:00,13.9,14.595,0.853
2024-01-25 12:30:00+00:00,13.84,14.532,0.569
2024-01-25 12:00:00+00:00,14.22,14.931,0.155
2024-01-25 11:30:00+00:00,13.21,13.8705,0.146
2024-01-25 11:00:00+00:00,14.13,14.8365,0.195
2024-01-25 10:30:00+00:00,15.46,16.233,0.355
2024-01-25 10:00:00+00:00,14.45,15.1725,0.171
2024-01-25 09:30:00+00:00,15.67,16.4535,0.308
2024-01-25 09:00:00+00:00,17.22,18.081,0.639
2024-01-25 08:30:00+00:00,17.3,18.165,0.294
2024-01-25 08:00:00+00:00,18.44,19.362,0.124
2024-01-25 07:30:00+00:00,18.06,18.963,0.123
2024-01-25 07:00:00+00:00,17.64,18.522,0.126
2024-01-25 06:30:00+00:00,15.96,16.758,0.153
2024-01-25 06:00:00+00:00,12.89,13.5345,0.136
2024-01-25 05:30:00+00:00,14.03,14.7315,0.307
2024-01-25 05:00:00+00:00,10.5,11.025,0.1
2024-01-25 04:30:00+00:00,12.75,13.3875,0.106
2024-01-25 04:00:00+00:00,11.19,11.7495,0.109
2024-01-25 03:30:00+00:00,12.18,12.789,0.112
2024-01-25 03:00:00+00:00,12.96,13.608,0.568
2024-01-25 02:30:00+00:00,14.49,15.2145,0.132
2024-01-25 02:00:00+00:00,14.91,15.6555,0.175
2024-01-25 01:30:00+00:00,16.44,17.262,0.378
2024-01-25 01:00:00+00:00,13.9,14.595,0.243
2024-01-25 00:30:00+00:00,12.6,13.23,0.195
2024-01-25 00:00:00+00:00,12.98,13.629,0.189
2024-01-24 23:30:00+00:00,12.98,13.629,0.199
2024-01-24 23:00:00+00:00,14.07,14.7735,0.217
2024-01-24 22:30:00+00:00,14.91,15.6555,0.301
2024-01-24 22:00:00+00:00,13.82,14.511,0.212
2024-01-24 21:30:00+00:00,14.99,15.7395,0.374
2024-01-24 21:00:00+00:00,14.74,15.477,0.344
2024-01-24 20:30:00+00:00,16.8,17.64,0.792
2024-01-24 20:00:00+00:00,16.02,16.821,0.33
2024-01-24 19:30:00+00:00,16.8,17.64,0.776
2024-01-24 19:00:00+00:00,28.32,29.736,0.765
2024-01-24 18:30:00+00:00,28.63,30.0615,1.08
2024-01-24 18:00:00+00:00,28.7,30.135,0.188
2024-01-24 17:30:00+00:00,28.36,29.778,0.216
2024-01-24 17:00:00+00:00,28.17,29.5785,0.222
2024-01-24 16:30:00+00:00,24.54,25.767,0.244
2024-01-24 16:00:00+00:00,13.26,13.923,0.764
2024-01-24 15:30:00+00:00,13.86,14.553,0.689
2024-01-24 15:00:00+00:00,14.7,15.435,0.362
2024-01-24 14:30:00+00:00,14.7,15.435,1.068
2024-01-24 14:00:00+00:00,12.56,13.188,1.124
2024-01-24 13:30:00+00:00,12.79,13.4295,0.381
2024-01-24 13:00:00+00:00,12.01,12.6105,0.132
2024-01-24 12:30:00+00:00,11.76,12.348,0.138
2024-01-24 12:00:00+00:00,11.55,12.1275,0.424
2024-01-24 11:30:00+00:00,10.73,11.2665,0.686
2024-01-24 11:00:00+00:00,11.51,12.0855,0.713
2024-01-24 10:30:00+00:00,13.15,13.8075,0.697
2024-01-24 10:00:00+00:00,13.23,13.8915,0.674
2024-01-24 09:30:00+00:00,13.78,14.469,0.689
2024-01-24 09:00:00+00:00,13.34,14.007,0.54
2024-01-24 08:30:00+00:00,13.12,13.776,0.2
2024-01-24 08:00:00+00:00,13.72,14.406,0.169
2024-01-24 07:30:00+00:00,13.99,14.6895,0.261
2024-01-24 07:00:00+00:00,12.73,13.3665,0.123
2024-01-24 06:30:00+00:00,9.81,10.3005,0.128
2024-01-24 06:00:00+00:00,6.3,6.615,0.136
2024-01-24 05:30:00+00:00,2.52,2.646,0.129
2024-01-24 05:00:00+00:00,0,0,0.115
2024-01-24 04:30:00+00:00,-1.71,-1.7955,0.116
2024-01-24 04:00:00+00:00,-1.88,-1.974,0.204
2024-01-24 03:30:00+00:00,0.21,0.2205,0.232
2024-01-24 03:00:00+00:00,0.67,0.7035,0.241
2024-01-24 02:30:00+00:00,1.72,1.806,0.249
2024-01-24 02:00:00+00:00,0.02,0.021,0.231
2024-01-24 01:30:00+00:00,2.1,2.205,0.313
2024-01-24 01:00:00+00:00,3.76,3.948,0.224
2024-01-24 00:30:00+00:00,0.84,0.882,0.254
2024-01-24 00:00:00+00:00,0.52,0.546,0.243
2024-01-23 23:30:00+00:00,4.2,4.41,0.617
2024-01-23 23:00:00+00:00,4.62,4.851,0.506
2024-01-23 22:30:00+00:00,9.01,9.4605,0.117
2024-01-23 22:00:00+00:00,12.56,13.188,0.128
2024-01-23 21:30:00+00:00,13.02,13.671,0.13
2024-01-23 21:00:00+00:00,12.6,13.23,0.122
2024-01-23 20:30:00+00:00,13.61,14.2905,0.135
2024-01-23 20:00:00+00:00,13.23,13.8915,0.507
2024-01-23 19:30:00+00:00,13.65,14.3325,0.799
2024-01-23 19:00:00+00:00,26.03,27.3315,1.276
2024-01-23 18:30:00+00:00,26.45,27.7725,1.396
2024-01-23 18:00:00+00:00,28.21,29.6205,1.307
2024-01-23 17:30:00+00:00,28.13,29.5365,1.577
2024-01-23 17:00:00+00:00,28.59,30.0195,0.718
2024-01-23 16:30:00+00:00,25.12,26.376,0.435
2024-01-23 16:00:00+00:00,13.02,13.671,0.8
2024-01-23 15:30:00+00:00,12.94,13.587,0.944
2024-01-23 15:00:00+00:00,12.58,13.209,0.249
2024-01-23 14:30:00+00:00,13.44,14.112,0.236
2024-01-23 14:00:00+00:00,12.58,13.209,0.253
2024-01-23 13:30:00+00:00,13.21,13.8705,0.803
2024-01-23 13:00:00+00:00,14.07,14.7735,0.691
2024-01-23 12:30:00+00:00,13.44,14.112,0.698
2024-01-23 12:00:00+00:00,13.65,14.3325,1.143
2024-01-23 11:30:00+00:00,13.02,13.671,0.707
2024-01-23 11:00:00+00:00,13.65,14.3325,0.743
2024-01-23 10:30:00+00:00,14.78,15.519,0.139
2024-01-23 10:00:00+00:00,15.64,16.422,0.155
2024-01-23 09:30:00+00:00,16.25,17.0625,0.14
2024-01-23 09:00:00+00:00,17.2,18.06,0.226
2024-01-23 08:30:00+00:00,16.13,16.9365,0.17
2024-01-23 08:00:00+00:00,17.12,17.976,0.21
2024-01-23 07:30:00+00:00,15.75,16.5375,0.159
2024-01-23 07:00:00+00:00,15.75,16.5375,0.719
2024-01-23 06:30:00+00:00,15.75,16.5375,0.76
2024-01-23 06:00:00+00:00,12.18,12.789,0.581
2024-01-23 05:30:00+00:00,8.4,8.82,0.116
2024-01-23 05:00:00+00:00,7.75,8.1375,0.111
2024-01-23 04:30:00+00:00,6.55,6.8775,0.103
2024-01-23 04:00:00+00:00,6.62,6.951,0.113
2024-01-23 03:30:00+00:00,6.62,6.951,0.133
2024-01-23 03:00:00+00:00,6.28,6.594,0.226
2024-01-23 02:30:00+00:00,6.32,6.636,0.222
2024-01-23 02:00:00+00:00,6.51,6.8355,0.237
2024-01-23 01:30:00+00:00,7.83,8.2215,0.223
2024-01-23 01:00:00+00:00,8.06,8.463,0.196
2024-01-23 00:30:00+00:00,5.12,5.376,0.209
2024-01-23 00:00:00+00:00,5.75,6.0375,0.208
2024-01-22 23:30:00+00:00,9.26,9.723,0.204
2024-01-22 23:00:00+00:00,8.82,9.261,0.21
2024-01-22 22:30:00+00:00,12.35,12.9675,0.206
2024-01-22 22:00:00+00:00,12.56,13.188,0.184
2024-01-22 21:30:00+00:00,13.5,14.175,0.187
2024-01-22 21:00:00+00:00,14.6,15.33,0.697
2024-01-22 20:30:00+00:00,14.7,15.435,1.095
2024-01-22 20:00:00+00:00,14.7,15.435,0.583
2024-01-22 19:30:00+00:00,16.06,16.863,0.151
2024-01-22 19:00:00+00:00,29.16,30.618,0.566
2024-01-22 18:30:00+00:00,29.56,31.038,1.071
2024-01-22 18:00:00+00:00,30.5,32.025,0.979
2024-01-22 17:30:00+00:00,30.5,32.025,1.158
2024-01-22 17:00:00+00:00,29.56,31.038,0.974
2024-01-22 16:30:00+00:00,27.39,28.7595,0.181
2024-01-22 16:00:00+00:00,12.81,13.4505,0.178
2024-01-22 15:30:00+00:00,12.18,12.789,0.31
2024-01-22 15:00:00+00:00,12,12.6,0.691
2024-01-22 14:30:00+00:00,12.35,12.9675,0.114
2024-01-22 14:00:00+00:00,10.71,11.2455,0.11
2024-01-22 13:30:00+00:00,11.17,11.7285,0.168
2024-01-22 13:00:00+00:00,11.55,12.1275,0.142
2024-01-22 12:30:00+00:00,11.34,11.907,0.505
2024-01-22 12:00:00+00:00,15.08,15.834,1.006
2024-01-22 11:30:00+00:00,15.16,15.918,1.076
2024-01-22 11:00:00+00:00,14.76,15.498,1.183
2024-01-22 10:30:00+00:00,16.55,17.3775,0.694
2024-01-22 10:00:00+00:00,16.3,17.115,0.494
2024-01-22 09:30:00+00:00,16.15,16.9575,0.179
2024-01-22 09:00:00+00:00,16.13,16.9365,0.236
2024-01-22 08:30:00+00:00,15.61,16.3905,0.235
2024-01-22 08:00:00+00:00,18.48,19.404,0.378
2024-01-22 07:30:00+00:00,14.7,15.435,0.226
2024-01-22 07:00:00+00:00,14.73,15.4665,0.123
2024-01-22 06:30:00+00:00,11.34,11.907,0.15
2024-01-22 06:00:00+00:00,9.34,9.807,0.21
2024-01-22 05:30:00+00:00,6.05,6.3525,0.114
2024-01-22 05:00:00+00:00,1.89,1.9845,0.13
2024-01-22 04:30:00+00:00,3.36,3.528,0.112
2024-01-22 04:00:00+00:00,0.92,0.966,0.154
2024-01-22 03:30:00+00:00,4.28,4.494,0.113
2024-01-22 03:00:00+00:00,1.47,1.5435,0.104
